row_id	order_id	my_formatted_orderdate	ordermonth	orderyear	my_formatted_shipdate	shippedmonth	shippedyear	ship_mode	customer_id	customer_name	segment	country	city	state	postal_code	region	product_id	category	sub_category	product_name	sales	profit
7068	CA-2017-114209	2017-05-21	5	2017	2017-05-26	5	2017	Standard Class	AS-10285	Alejandro Savely	Corporate	United States	Dallas	Texas	75081	Central	OFF-BI-10000343	Office Supplies	Binders	"'"Pressboard Covers with Storage Hooks, 9 1/2'"'" x 11'"'", Light Blue'""	1.964	0.39280
7121	US-2015-147774	2015-01-20	1	2015	2015-01-26	1	2015	Standard Class	MM-18280	Muhammed MacIntyre	Corporate	United States	Smyrna	Tennessee	37167	South	OFF-BI-10003091	Office Supplies	Binders	GBC DocuBind TL200 Manual Binding Machine	67.194	13.43880
7212	US-2017-119046	2017-06-02	6	2017	2017-06-06	6	2017	Standard Class	EH-13765	Edward Hooks	Corporate	United States	Seattle	Washington	98115	West	OFF-BI-10001078	Office Supplies	Binders	"'"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8'"'" X 11'"'"'""	51.648	10.32960
7213	US-2017-119046	2017-06-02	6	2017	2017-06-06	6	2017	Standard Class	EH-13765	Edward Hooks	Corporate	United States	Seattle	Washington	98115	West	OFF-BI-10000138	Office Supplies	Binders	Acco Translucent Poly Ring Binders	11.232	2.24640
7274	US-2017-150357	2017-10-10	10	2017	2017-10-14	10	2017	Standard Class	EB-13975	Erica Bern	Corporate	United States	Greensboro	North Carolina	27405	South	OFF-BI-10002557	Office Supplies	Binders	Presstex Flexible Ring Binders	4.095	0.81900
7366	CA-2017-127243	2017-11-28	11	2017	2017-12-04	12	2017	Standard Class	DS-13180	David Smith	Corporate	United States	Philadelphia	Pennsylvania	19140	East	OFF-BI-10003166	Office Supplies	Binders	GBC Plasticlear Binding Covers	6.888	1.37760
7428	US-2015-164763	2015-03-17	3	2015	2015-03-21	3	2015	Standard Class	MH-17440	Mark Haberlin	Corporate	United States	Jackson	Mississippi	39212	South	OFF-BI-10000605	Office Supplies	Binders	"'"Acco Pressboard Covers with Storage Hooks, 9 1/2'"'" x 11'"'", Executive Red'""	11.43	2.2860
7429	US-2015-164763	2015-03-17	3	2015	2015-03-21	3	2015	Standard Class	MH-17440	Mark Haberlin	Corporate	United States	Jackson	Mississippi	39212	South	OFF-BI-10000309	Office Supplies	Binders	"'"GBC Twin Loop Wire Binding Elements, 9/16'"'" Spine, Black'""	30.44	6.0880
7438	CA-2015-165568	2015-02-15	2	2015	2015-02-19	2	2015	Standard Class	BF-11020	Barry Französisch	Corporate	United States	Seattle	Washington	98105	West	OFF-BI-10001031	Office Supplies	Binders	Pressboard Data Binders by Wilson Jones	21.36	4.2720
7471	CA-2016-100734	2016-09-15	9	2016	2016-09-20	9	2016	Standard Class	AC-10615	Ann Chong	Corporate	United States	Philadelphia	Pennsylvania	19143	East	OFF-BI-10002609	Office Supplies	Binders	Avery Hidden Tab Dividers for Binding Systems	3.576	0.71520
7548	CA-2015-103492	2015-10-10	10	2015	2015-10-15	10	2015	Standard Class	CM-12715	Craig Molinari	Corporate	United States	Huntsville	Texas	77340	Central	OFF-BI-10004817	Office Supplies	Binders	GBC Personal VeloBind Strips	11.98	2.3960
7549	CA-2015-103492	2015-10-10	10	2015	2015-10-15	10	2015	Standard Class	CM-12715	Craig Molinari	Corporate	United States	Huntsville	Texas	77340	Central	OFF-BI-10004140	Office Supplies	Binders	Avery Non-Stick Binders	0.898	0.17960
7588	CA-2015-163223	2015-03-21	3	2015	2015-03-25	3	2015	Standard Class	KH-16690	Kristen Hastings	Corporate	United States	Springfield	Virginia	22153	South	OFF-BI-10001597	Office Supplies	Binders	"'"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2'"'", Blue'""	122.94	24.5880
7616	CA-2015-148425	2015-11-30	11	2015	2015-12-04	12	2015	Standard Class	RF-19345	Randy Ferguson	Corporate	United States	Orlando	Florida	32839	South	OFF-BI-10000201	Office Supplies	Binders	"'"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack'""	6.642	1.32840
7688	CA-2017-169838	2017-11-25	11	2017	2017-11-29	11	2017	Standard Class	BB-11545	Brenda Bowman	Corporate	United States	Jackson	Michigan	49201	Central	OFF-BI-10004002	Office Supplies	Binders	Wilson Jones International Size A4 Ring Binders	17.3	3.460
7718	CA-2016-149636	2016-01-06	1	2016	2016-01-12	1	2016	Standard Class	SP-20620	Stefania Perrino	Corporate	United States	Colorado Springs	Colorado	80906	West	OFF-BI-10002764	Office Supplies	Binders	Recycled Pressboard Report Cover with Reinforced Top Hinge	1.938	0.38760
7744	CA-2017-133613	2017-06-17	6	2017	2017-06-22	6	2017	Standard Class	CP-12340	Christine Phan	Corporate	United States	Waterbury	Connecticut	6708	East	OFF-BI-10002003	Office Supplies	Binders	Ibico Presentation Index for Binding Systems	7.96	1.5920
7792	CA-2017-108364	2017-12-19	12	2017	2017-12-24	12	2017	Standard Class	BP-11050	Barry Pond	Corporate	United States	Chicago	Illinois	60623	Central	OFF-BI-10002012	Office Supplies	Binders	Wilson Jones Easy Flow II Sheet Lifters	1.8	0.360
7797	US-2016-145121	2016-10-02	10	2016	2016-10-06	10	2016	Standard Class	MP-17965	Michael Paige	Corporate	United States	Middletown	Connecticut	6457	East	OFF-BI-10001078	Office Supplies	Binders	"'"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8'"'" X 11'"'"'""	26.9	5.380
7955	CA-2015-138359	2015-04-01	4	2015	2015-04-06	4	2015	Standard Class	KH-16330	Katharine Harms	Corporate	United States	Revere	Massachusetts	2151	East	OFF-BI-10000145	Office Supplies	Binders	Zipper Ring Binder Pockets	6.24	1.2480
7974	US-2016-126753	2016-08-16	8	2016	2016-08-20	8	2016	Standard Class	SP-20860	Sung Pak	Corporate	United States	Philadelphia	Pennsylvania	19134	East	OFF-BI-10003981	Office Supplies	Binders	"'"Avery Durable Plastic 1'"'" Binders'""	2.724	0.54480
7976	US-2016-126753	2016-08-16	8	2016	2016-08-20	8	2016	Standard Class	SP-20860	Sung Pak	Corporate	United States	Philadelphia	Pennsylvania	19134	East	OFF-BI-10003727	Office Supplies	Binders	Avery Durable Slant Ring Binders With Label Holder	3.762	0.75240
8025	CA-2015-129189	2015-07-21	7	2015	2015-07-25	7	2015	Standard Class	HM-14860	Harry Marie	Corporate	United States	Dallas	Texas	75217	Central	OFF-BI-10000494	Office Supplies	Binders	Acco Economy Flexible Poly Round Ring Binder	1.044	0.20880
8050	CA-2015-144974	2015-09-26	9	2015	2015-09-30	9	2015	Standard Class	CM-12715	Craig Molinari	Corporate	United States	Philadelphia	Pennsylvania	19140	East	OFF-BI-10003274	Office Supplies	Binders	"'"Avery Durable Slant Ring Binders, No Labels'""	5.97	1.1940
8062	CA-2016-156013	2016-09-20	9	2016	2016-09-26	9	2016	Standard Class	TC-20980	Tamara Chand	Corporate	United States	Long Beach	New York	11561	East	OFF-BI-10002437	Office Supplies	Binders	Recycled Premium Regency Composition Covers	24.448	4.88960
8078	CA-2016-106187	2016-06-23	6	2016	2016-06-29	6	2016	Standard Class	RF-19345	Randy Ferguson	Corporate	United States	East Point	Georgia	30344	South	OFF-BI-10004519	Office Supplies	Binders	GBC DocuBind P100 Manual Binding Machine	165.98	33.1960
8084	CA-2016-150714	2016-10-26	10	2016	2016-11-01	11	2016	Standard Class	KH-16690	Kristen Hastings	Corporate	United States	Springfield	Oregon	97477	West	OFF-BI-10002982	Office Supplies	Binders	Avery Self-Adhesive Photo Pockets for Polaroid Photos	14.301	2.86020
8214	CA-2016-120845	2016-09-25	9	2016	2016-10-02	10	2016	Standard Class	ML-17395	Marina Lichtenstein	Corporate	United States	Murfreesboro	Tennessee	37130	South	OFF-BI-10001116	Office Supplies	Binders	"'"Wilson Jones 1'"'" Hanging DublLock Ring Binders'""	6.336	1.26720
8216	CA-2016-120845	2016-09-25	9	2016	2016-10-02	10	2016	Standard Class	ML-17395	Marina Lichtenstein	Corporate	United States	Murfreesboro	Tennessee	37130	South	OFF-BI-10004506	Office Supplies	Binders	Wilson Jones data.warehouse D-Ring Binders with DublLock	2.469	0.49380
8217	CA-2016-120845	2016-09-25	9	2016	2016-10-02	10	2016	Standard Class	ML-17395	Marina Lichtenstein	Corporate	United States	Murfreesboro	Tennessee	37130	South	OFF-BI-10001982	Office Supplies	Binders	Wilson Jones Custom Binder Spines & Labels	3.264	0.65280
8547	CA-2017-119074	2017-03-27	3	2017	2017-03-31	3	2017	Standard Class	DS-13180	David Smith	Corporate	United States	Columbus	Georgia	31907	South	OFF-BI-10000962	Office Supplies	Binders	"'"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2'"'" X 14'"'" 7/8'"'"'""	32.54	6.5080
8569	CA-2017-162390	2017-12-06	12	2017	2017-12-12	12	2017	Standard Class	DP-13105	Dave Poirier	Corporate	United States	Hempstead	New York	11550	East	OFF-BI-10004318	Office Supplies	Binders	Ibico EB-19 Dual Function Manual Binding System	968.744	193.74880
8570	CA-2017-162390	2017-12-06	12	2017	2017-12-12	12	2017	Standard Class	DP-13105	Dave Poirier	Corporate	United States	Hempstead	New York	11550	East	OFF-BI-10001721	Office Supplies	Binders	Trimflex Flexible Post Binders	222.352	44.47040
8645	CA-2016-108259	2016-11-08	11	2016	2016-11-15	11	2016	Standard Class	NS-18640	Noel Staavos	Corporate	United States	Jacksonville	North Carolina	28540	South	OFF-BI-10000315	Office Supplies	Binders	Poly Designer Cover & Back	39.879	7.97580
8659	CA-2017-168361	2017-06-21	6	2017	2017-06-25	6	2017	Standard Class	KB-16600	Ken Brennan	Corporate	United States	Chicago	Illinois	60623	Central	OFF-BI-10003727	Office Supplies	Binders	Avery Durable Slant Ring Binders With Label Holder	0.836	0.16720
8760	CA-2017-114307	2017-07-22	7	2017	2017-07-26	7	2017	Standard Class	MF-17665	Maureen Fritzler	Corporate	United States	Columbia	Maryland	21044	East	OFF-BI-10002012	Office Supplies	Binders	Wilson Jones Easy Flow II Sheet Lifters	5.4	1.080
8766	CA-2016-107083	2016-11-21	11	2016	2016-11-27	11	2016	Standard Class	BB-11545	Brenda Bowman	Corporate	United States	Fort Worth	Texas	76106	Central	OFF-BI-10000756	Office Supplies	Binders	Storex DuraTech Recycled Plastic Frosted Binders	1.696	0.33920
8768	CA-2016-107083	2016-11-21	11	2016	2016-11-27	11	2016	Standard Class	BB-11545	Brenda Bowman	Corporate	United States	Fort Worth	Texas	76106	Central	OFF-BI-10002194	Office Supplies	Binders	Cardinal Hold-It CD Pocket	7.98	1.5960
8783	CA-2017-116911	2017-09-15	9	2017	2017-09-20	9	2017	Standard Class	JD-16150	Justin Deggeller	Corporate	United States	Twin Falls	Idaho	83301	West	OFF-BI-10001249	Office Supplies	Binders	Avery Heavy-Duty EZD View Binder with Locking Rings	20.416	4.08320
8791	CA-2016-169572	2016-09-06	9	2016	2016-09-12	9	2016	Standard Class	AG-10525	Andy Gerbode	Corporate	United States	Richmond	Virginia	23223	South	OFF-BI-10002799	Office Supplies	Binders	"'"SlimView Poly Binder, 3/8'"'"'""	46.62	9.3240
8885	CA-2015-107398	2015-08-25	8	2015	2015-08-30	8	2015	Standard Class	BS-11590	Brendan Sweed	Corporate	United States	Columbus	Ohio	43229	East	OFF-BI-10001982	Office Supplies	Binders	Wilson Jones Custom Binder Spines & Labels	6.528	1.30560
8886	CA-2015-107398	2015-08-25	8	2015	2015-08-30	8	2015	Standard Class	BS-11590	Brendan Sweed	Corporate	United States	Columbus	Ohio	43229	East	OFF-BI-10004141	Office Supplies	Binders	Insertable Tab Indexes For Data Binders	2.862	0.57240
8887	CA-2015-107398	2015-08-25	8	2015	2015-08-30	8	2015	Standard Class	BS-11590	Brendan Sweed	Corporate	United States	Columbus	Ohio	43229	East	OFF-BI-10002103	Office Supplies	Binders	"'"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl'""	20.856	4.17120
8916	US-2017-144057	2017-05-09	5	2017	2017-05-13	5	2017	Standard Class	CV-12805	Cynthia Voltz	Corporate	United States	Austin	Texas	78745	Central	OFF-BI-10002852	Office Supplies	Binders	Ibico Standard Transparent Covers	13.184	2.63680
8919	US-2017-144057	2017-05-09	5	2017	2017-05-13	5	2017	Standard Class	CV-12805	Cynthia Voltz	Corporate	United States	Austin	Texas	78745	Central	OFF-BI-10002353	Office Supplies	Binders	GBC VeloBind Cover Sets	18.528	3.70560
9016	CA-2017-131639	2017-12-17	12	2017	2017-12-23	12	2017	Standard Class	NS-18640	Noel Staavos	Corporate	United States	Carlsbad	New Mexico	88220	West	OFF-BI-10001636	Office Supplies	Binders	Ibico Plastic and Wire Spiral Binding Combs	13.488	2.69760
9017	CA-2017-131639	2017-12-17	12	2017	2017-12-23	12	2017	Standard Class	NS-18640	Noel Staavos	Corporate	United States	Carlsbad	New Mexico	88220	West	OFF-BI-10000948	Office Supplies	Binders	"'"GBC Laser Imprintable Binding System Covers, Desert Sand'""	11.416	2.28320
9022	CA-2016-129525	2016-11-15	11	2016	2016-11-20	11	2016	Standard Class	VP-21760	Victoria Pisteka	Corporate	United States	Toledo	Ohio	43615	East	OFF-BI-10002133	Office Supplies	Binders	"'"Wilson Jones Elliptical Ring 3 1/2'"'" Capacity Binders, 800 sheets'""	166.92	33.3840
9150	US-2015-157070	2015-06-01	6	2015	2015-06-06	6	2015	Standard Class	QJ-19255	Quincy Jones	Corporate	United States	Detroit	Michigan	48234	Central	OFF-BI-10001765	Office Supplies	Binders	Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges	138.56	27.7120
9177	CA-2017-118178	2017-03-19	3	2017	2017-03-24	3	2017	Standard Class	CC-12610	Corey Catlett	Corporate	United States	Nashville	Tennessee	37211	South	OFF-BI-10001153	Office Supplies	Binders	Ibico Recycled Grain-Textured Covers	31.086	6.21720
9193	CA-2016-141810	2016-11-02	11	2016	2016-11-07	11	2016	Standard Class	BB-10990	Barry Blumstein	Corporate	United States	San Antonio	Texas	78207	Central	OFF-BI-10001524	Office Supplies	Binders	GBC Premium Transparent Covers with Diagonal Lined Pattern	29.372	5.87440
9251	CA-2017-105354	2017-12-02	12	2017	2017-12-06	12	2017	Standard Class	PW-19030	Pauline Webber	Corporate	United States	Marion	Iowa	52302	Central	OFF-BI-10001107	Office Supplies	Binders	"'"GBC White Gloss Covers, Plain Front'""	115.84	23.1680
9351	CA-2017-159009	2017-09-23	9	2017	2017-09-27	9	2017	Standard Class	DP-13105	Dave Poirier	Corporate	United States	Seattle	Washington	98115	West	OFF-BI-10004970	Office Supplies	Binders	"'"ACCOHIDE 3-Ring Binder, Blue, 1'"'"'""	13.216	2.64320
9495	CA-2017-105207	2017-01-03	1	2017	2017-01-08	1	2017	Standard Class	BO-11350	Bill Overfelt	Corporate	United States	Broken Arrow	Oklahoma	74012	Central	OFF-BI-10004364	Office Supplies	Binders	Storex Dura Pro Binders	11.88	2.3760
9543	CA-2016-135251	2016-08-06	8	2016	2016-08-10	8	2016	Standard Class	RP-19270	Rachel Payne	Corporate	United States	Houston	Texas	77095	Central	OFF-BI-10001097	Office Supplies	Binders	Avery Hole Reinforcements	6.23	1.2460
9735	CA-2015-114321	2015-08-20	8	2015	2015-08-25	8	2015	Standard Class	NC-18535	Nick Crebassa	Corporate	United States	Hampton	Virginia	23666	South	OFF-BI-10001359	Office Supplies	Binders	GBC DocuBind TL300 Electric Binding System	896.99	179.3980
9796	CA-2017-125920	2017-05-21	5	2017	2017-05-28	5	2017	Standard Class	SH-19975	Sally Hughsby	Corporate	United States	Chicago	Illinois	60610	Central	OFF-BI-10003429	Office Supplies	Binders	"'"Cardinal HOLDit! Binder Insert Strips,Extra Strips'""	3.798	0.75960
199	US-2018-124303	2018-07-06	7	2018	2018-07-13	7	2018	Standard Class	FH-14365	Fred Hopkins	Corporate	United States	Philadelphia	Pennsylvania	19120	East	OFF-BI-10000343	Office Supplies	Binders	"'"Pressboard Covers with Storage Hooks, 9 1/2'"'" x 11'"'", Light Blue'""	2.946	0.58920
568	CA-2018-156951	2018-10-01	10	2018	2018-10-08	10	2018	Standard Class	EB-13840	Ellis Ballard	Corporate	United States	Seattle	Washington	98105	West	OFF-BI-10001107	Office Supplies	Binders	"'"GBC White Gloss Covers, Plain Front'""	81.088	16.21760
771	CA-2018-104220	2018-01-30	1	2018	2018-02-05	2	2018	Standard Class	BV-11245	Benjamin Venier	Corporate	United States	Des Moines	Iowa	50315	Central	OFF-BI-10001036	Office Supplies	Binders	Cardinal EasyOpen D-Ring Binders	18.28	3.6560
773	CA-2018-104220	2018-01-30	1	2018	2018-02-05	2	2018	Standard Class	BV-11245	Benjamin Venier	Corporate	United States	Des Moines	Iowa	50315	Central	OFF-BI-10000301	Office Supplies	Binders	GBC Instant Report Kit	32.35	6.4700
774	CA-2018-104220	2018-01-30	1	2018	2018-02-05	2	2018	Standard Class	BV-11245	Benjamin Venier	Corporate	United States	Des Moines	Iowa	50315	Central	OFF-BI-10003910	Office Supplies	Binders	DXL Angle-View Binders with Locking Rings by Samsill	7.71	1.5420
1154	CA-2017-160395	2017-12-31	12	2017	2018-01-06	1	2018	Standard Class	KL-16555	Kelly Lampkin	Corporate	United States	Reno	Nevada	89502	West	OFF-BI-10003984	Office Supplies	Binders	Lock-Up Easel 'Spel-Binder'	159.768	31.95360
1214	US-2018-118087	2018-09-09	9	2018	2018-09-13	9	2018	Standard Class	SP-20620	Stefania Perrino	Corporate	United States	Philadelphia	Pennsylvania	19134	East	OFF-BI-10002432	Office Supplies	Binders	Wilson Jones Standard D-Ring Binders	3.036	0.60720
1215	US-2018-118087	2018-09-09	9	2018	2018-09-13	9	2018	Standard Class	SP-20620	Stefania Perrino	Corporate	United States	Philadelphia	Pennsylvania	19134	East	OFF-BI-10000069	Office Supplies	Binders	"'"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb'""	4.503	0.90060
1470	CA-2018-139199	2018-12-09	12	2018	2018-12-13	12	2018	Standard Class	DK-12835	Damala Kotsonis	Corporate	United States	Detroit	Michigan	48234	Central	OFF-BI-10003982	Office Supplies	Binders	Wilson Jones Century Plastic Molded Ring Binders	41.54	8.3080
1663	CA-2018-144526	2018-04-30	4	2018	2018-05-06	5	2018	Standard Class	QJ-19255	Quincy Jones	Corporate	United States	Philadelphia	Pennsylvania	19143	East	OFF-BI-10002353	Office Supplies	Binders	GBC VeloBind Cover Sets	13.896	2.77920
1771	CA-2018-146024	2018-03-02	3	2018	2018-03-08	3	2018	Standard Class	SC-20770	Stewart Carmichael	Corporate	United States	Dallas	Texas	75081	Central	OFF-BI-10003291	Office Supplies	Binders	Wilson Jones Leather-Like Binders with DublLock Round Rings	12.222	2.44440
1786	CA-2018-166317	2018-09-22	9	2018	2018-09-26	9	2018	Standard Class	JE-15610	Jim Epp	Corporate	United States	Milwaukee	Wisconsin	53209	Central	OFF-BI-10002976	Office Supplies	Binders	ACCOHIDE Binder by Acco	33.04	6.6080
1880	US-2018-166611	2018-03-28	3	2018	2018-04-02	4	2018	Standard Class	CK-12760	Cyma Kinney	Corporate	United States	Jacksonville	Florida	32216	South	OFF-BI-10001191	Office Supplies	Binders	Canvas Sectional Post Binders	68.742	13.74840
2270	CA-2018-105480	2018-12-20	12	2018	2018-12-26	12	2018	Standard Class	DK-13225	Dean Katz	Corporate	United States	Rochester	New York	14609	East	OFF-BI-10003291	Office Supplies	Binders	Wilson Jones Leather-Like Binders with DublLock Round Rings	6.984	1.39680
2316	CA-2018-122035	2018-07-20	7	2018	2018-07-25	7	2018	Standard Class	EM-13825	Elizabeth Moffitt	Corporate	United States	Sioux Falls	South Dakota	57103	Central	OFF-BI-10000404	Office Supplies	Binders	Avery Printable Repositionable Plastic Tabs	43	8.60
2318	CA-2018-122035	2018-07-20	7	2018	2018-07-25	7	2018	Standard Class	EM-13825	Elizabeth Moffitt	Corporate	United States	Sioux Falls	South Dakota	57103	Central	OFF-BI-10002072	Office Supplies	Binders	Cardinal Slant-D Ring Binders	60.83	12.1660
2418	CA-2018-168655	2018-10-12	10	2018	2018-10-18	10	2018	Standard Class	ML-18040	Michelle Lonsdale	Corporate	United States	Albuquerque	New Mexico	87105	West	OFF-BI-10002082	Office Supplies	Binders	GBC Twin Loop Wire Binding Elements	79.872	15.97440
2596	CA-2018-149048	2018-05-13	5	2018	2018-05-17	5	2018	Standard Class	BM-11650	Brian Moss	Corporate	United States	Columbus	Indiana	47201	Central	OFF-BI-10004632	Office Supplies	Binders	Ibico Hi-Tech Manual Binding System	914.97	182.9940
2849	CA-2018-157854	2018-04-08	4	2018	2018-04-15	4	2018	Standard Class	DM-13345	Denise Monton	Corporate	United States	Roswell	Georgia	30076	South	OFF-BI-10001359	Office Supplies	Binders	GBC DocuBind TL300 Electric Binding System	2690.97	538.1940
3155	CA-2018-150497	2018-07-20	7	2018	2018-07-24	7	2018	Standard Class	SM-20950	Suzanne McNair	Corporate	United States	Maple Grove	Minnesota	55369	Central	OFF-BI-10004600	Office Supplies	Binders	Ibico Ibimaster 300 Manual Binding System	735.98	147.1960
3193	CA-2018-158953	2018-06-04	6	2018	2018-06-08	6	2018	Standard Class	ML-18040	Michelle Lonsdale	Corporate	United States	Missouri City	Texas	77489	Central	OFF-BI-10002557	Office Supplies	Binders	Presstex Flexible Ring Binders	6.37	1.2740
3212	US-2018-108245	2018-09-22	9	2018	2018-09-27	9	2018	Standard Class	SH-19975	Sally Hughsby	Corporate	United States	Pearland	Texas	77581	Central	OFF-BI-10000773	Office Supplies	Binders	Insertable Tab Post Binder Dividers	11.228	2.24560
4083	US-2018-151316	2018-06-24	6	2018	2018-06-30	6	2018	Standard Class	MC-17635	Matthew Clasen	Corporate	United States	Decatur	Illinois	62521	Central	OFF-BI-10004632	Office Supplies	Binders	Ibico Hi-Tech Manual Binding System	182.994	36.59880
4155	CA-2017-139689	2017-12-29	12	2017	2018-01-03	1	2018	Standard Class	MP-17965	Michael Paige	Corporate	United States	Bristol	Tennessee	37620	South	OFF-BI-10004781	Office Supplies	Binders	GBC Wire Binding Strips	38.088	7.61760
4156	CA-2017-139689	2017-12-29	12	2017	2018-01-03	1	2018	Standard Class	MP-17965	Michael Paige	Corporate	United States	Bristol	Tennessee	37620	South	OFF-BI-10000145	Office Supplies	Binders	Zipper Ring Binder Pockets	2.808	0.56160
4187	CA-2018-112536	2018-05-18	5	2018	2018-05-23	5	2018	Standard Class	SG-20890	Susan Gilcrest	Corporate	United States	Mcallen	Texas	78501	Central	OFF-BI-10003712	Office Supplies	Binders	"'"Acco Pressboard Covers with Storage Hooks, 14 7/8'"'" x 11'"'", Light Blue'""	6.874	1.37480
4188	CA-2018-112536	2018-05-18	5	2018	2018-05-23	5	2018	Standard Class	SG-20890	Susan Gilcrest	Corporate	United States	Mcallen	Texas	78501	Central	OFF-BI-10002571	Office Supplies	Binders	"'"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2'"'"'""	1.996	0.39920
4231	CA-2018-100223	2018-07-05	7	2018	2018-07-10	7	2018	Standard Class	LS-16945	Linda Southworth	Corporate	United States	Dallas	Texas	75220	Central	OFF-BI-10003429	Office Supplies	Binders	"'"Cardinal HOLDit! Binder Insert Strips,Extra Strips'""	11.394	2.27880
4234	CA-2018-100223	2018-07-05	7	2018	2018-07-10	7	2018	Standard Class	LS-16945	Linda Southworth	Corporate	United States	Dallas	Texas	75220	Central	OFF-BI-10004492	Office Supplies	Binders	Tuf-Vin Binders	6.316	1.26320
4415	CA-2018-132339	2018-08-19	8	2018	2018-08-23	8	2018	Standard Class	JB-15400	Jennifer Braxton	Corporate	United States	Lawrence	Massachusetts	1841	East	OFF-BI-10003925	Office Supplies	Binders	Fellowes PB300 Plastic Comb Binding Machine	387.99	77.5980
4542	US-2018-132206	2018-06-16	6	2018	2018-06-21	6	2018	Standard Class	MK-17905	Michael Kennedy	Corporate	United States	Chicago	Illinois	60653	Central	OFF-BI-10000756	Office Supplies	Binders	Storex DuraTech Recycled Plastic Frosted Binders	5.936	1.18720
4669	US-2018-133200	2018-05-06	5	2018	2018-05-11	5	2018	Standard Class	DB-13555	Dorothy Badders	Corporate	United States	Fort Worth	Texas	76106	Central	OFF-BI-10002827	Office Supplies	Binders	Avery Durable Poly Binders	11.06	2.2120
4992	US-2018-122714	2018-12-07	12	2018	2018-12-13	12	2018	Standard Class	HG-14965	Henry Goldwyn	Corporate	United States	Chicago	Illinois	60653	Central	OFF-BI-10001120	Office Supplies	Binders	Ibico EPK-21 Electric Binding System	1889.99	377.9980
4998	CA-2018-155824	2018-03-10	3	2018	2018-03-15	3	2018	Standard Class	KS-16300	Karen Seio	Corporate	United States	Raleigh	North Carolina	27604	South	OFF-BI-10000014	Office Supplies	Binders	Heavy-Duty E-Z-D Binders	13.092	2.61840
5243	CA-2018-146367	2018-08-04	8	2018	2018-08-08	8	2018	Standard Class	HM-14860	Harry Marie	Corporate	United States	Carrollton	Texas	75007	Central	OFF-BI-10002827	Office Supplies	Binders	Avery Durable Poly Binders	3.318	0.66360
6210	CA-2018-119809	2018-08-18	8	2018	2018-08-25	8	2018	Standard Class	YS-21880	Yana Sorensen	Corporate	United States	Seattle	Washington	98103	West	OFF-BI-10003925	Office Supplies	Binders	Fellowes PB300 Plastic Comb Binding Machine	2793.528	558.70560
6264	CA-2018-160724	2018-05-05	5	2018	2018-05-10	5	2018	Standard Class	YS-21880	Yana Sorensen	Corporate	United States	Columbus	Georgia	31907	South	OFF-BI-10004965	Office Supplies	Binders	Ibico Covers for Plastic or Wire Binding Elements	34.5	6.900
6357	CA-2018-139080	2018-01-23	1	2018	2018-01-28	1	2018	Standard Class	CS-12250	Chris Selesnick	Corporate	United States	Seattle	Washington	98103	West	OFF-BI-10001757	Office Supplies	Binders	Pressboard Hanging Data Binders for Unburst Sheets	19.68	3.9360
6691	US-2018-165869	2018-07-31	7	2018	2018-08-05	8	2018	Standard Class	LS-17200	Luke Schmidt	Corporate	United States	Milwaukee	Wisconsin	53209	Central	OFF-BI-10003460	Office Supplies	Binders	Acco 3-Hole Punch	17.52	3.5040
6772	CA-2018-139402	2018-12-09	12	2018	2018-12-13	12	2018	Standard Class	NC-18535	Nick Crebassa	Corporate	United States	Phoenix	Arizona	85023	West	OFF-BI-10000279	Office Supplies	Binders	"'"Acco Recycled 2'"'" Capacity Laser Printer Hanging Data Binders'""	13.005	2.60100
6807	CA-2018-162880	2018-12-25	12	2018	2018-12-29	12	2018	Standard Class	GD-14590	Giulietta Dortch	Corporate	United States	Everett	Washington	98208	West	OFF-BI-10003314	Office Supplies	Binders	Tuff Stuff Recycled Round Ring Binders	3.856	0.77120
7120	CA-2018-118122	2018-11-17	11	2018	2018-11-24	11	2018	Standard Class	GG-14650	Greg Guthrie	Corporate	United States	Seattle	Washington	98103	West	OFF-BI-10002103	Office Supplies	Binders	"'"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl'""	13.904	2.78080
7178	CA-2018-133067	2018-05-04	5	2018	2018-05-10	5	2018	Standard Class	MY-18295	Muhammed Yedwab	Corporate	United States	Philadelphia	Pennsylvania	19140	East	OFF-BI-10002897	Office Supplies	Binders	"'"Black Avery Memo-Size 3-Ring Binder, 5 1/2'"'" x 8 1/2'"'"'""	2.202	0.44040
7179	CA-2018-133067	2018-05-04	5	2018	2018-05-10	5	2018	Standard Class	MY-18295	Muhammed Yedwab	Corporate	United States	Philadelphia	Pennsylvania	19140	East	OFF-BI-10003694	Office Supplies	Binders	"'"Avery 3 1/2'"'" Diskette Storage Pages, 10/Pack'""	9.396	1.87920
